Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
6163,32,52,8,1
6164,152,54,6,0
6165,140,50,6,0
6166,78,43,5,1
6167,84,44,6,0
6168,150,55,6,0
6169,84,52,7,1
6170,48,56,7,0
6171,96,56,6,0
6172,98,57,7,0
6173,44,54,8,4
6174,138,53,7,0
6175,92,48,6,0
6176,94,49,6,0
6177,146,57,7,1
6178,148,56,6,0
6179,102,65,9,10
6180,100,54,7,0
6181,80,44,5,5
6182,42,57,9,0
6183,98,55,7,1
6184,-14,51,8,1
6185,84,44,6,0
6186,94,57,8,0
6187,44,54,7,6
6188,136,44,5,0
6189,152,54,6,0
6190,90,51,7,1
6191,132,44,5,1
6192,102,55,7,0
6193,-24,52,8,1
6194,42,55,7,0
6195,140,50,6,0
6196,76,44,5,1
6197,96,56,7,1
6198,148,56,6,6
6199,94,55,7,5
6200,136,44,5,0
6201,152,56,6,0
6202,96,54,7,0
6203,80,44,6,1
6204,-10,65,10,2
6205,90,49,7,0
6206,150,55,6,0
6207,30,51,7,1
6208,36,50,6,0
6209,76,44,6,1
6210,98,55,7,0
6211,134,45,6,0
6212,152,56,6,0
6213,50,55,7,0
6214,136,52,6,0
6215,-14,49,9,0
6216,150,57,7,0
6217,150,55,6,0
6218,42,53,8,0
6219,154,57,7,0
6220,92,48,5,0
6221,150,57,7,0
6222,100,56,7,0
6223,48,64,9,5
6224,98,55,7,0
6225,84,50,7,0
6226,134,45,6,0
6227,148,56,6,1
6228,148,56,6,0
6229,40,54,8,1
6230,134,45,6,0
6231,-8,54,8,0
6232,140,50,6,0
6233,134,45,6,0
6234,-14,57,10,1
6235,98,55,6,0
6236,84,52,7,1
6237,102,55,7,0
6238,140,50,6,0
6239,144,58,7,1
6240,136,50,6,5
6241,36,50,8,0
6242,134,53,7,0
6243,142,49,6,1
6244,38,49,6,1
6245,150,55,6,0
6246,32,52,7,0
6247,146,55,6,1
6248,132,44,5,1
6249,-10,57,10,0
6250,96,54,7,1
6251,90,53,7,0
6252,94,57,7,2
6253,148,54,6,1
6254,84,44,6,0
6255,46,55,8,0
6256,134,45,6,0
6257,100,56,6,5
6258,40,54,7,1
6259,134,45,6,0
6260,46,57,8,0
6261,48,54,8,0
6262,38,51,7,0
6263,134,53,7,0
6264,96,54,7,5
6265,140,50,6,0
6266,-134,45,9,0
6267,46,55,8,5
6268,146,59,7,1
6269,138,51,6,1
6270,92,58,6,1
6271,134,45,6,0
6272,-6,57,9,0
6273,150,55,6,0
6274,134,45,6,0
6275,148,54,6,1
6276,-14,53,7,0
6277,102,63,8,0
6278,-22,45,8,0
6279,104,54,7,0
6280,136,50,6,1
6281,84,52,7,0
6282,100,56,7,0
6283,90,49,7,0
6284,-12,54,9,5
6285,134,45,6,0
6286,110,63,8,0
6287,140,50,5,0
6288,134,45,6,0
6289,146,57,7,5
6290,150,55,6,0
6291,80,50,7,6
6292,78,45,7,1
6293,98,55,6,0
6294,32,52,7,0
6295,90,49,7,0
6296,148,54,7,0
6297,82,45,7,0
6298,42,57,9,5
6299,150,55,6,6
6300,26,43,6,5
6301,32,50,7,6
6302,80,44,6,0
6303,152,54,6,0
6304,84,50,7,1
6305,140,50,6,0
6306,30,51,8,1
6307,78,45,7,4
6308,44,62,8,3
6309,90,51,7,1
6310,140,50,6,0
6311,-16,50,7,0
6312,134,45,6,0
6313,90,49,7,0
6314,44,56,7,5
6315,94,49,7,0
6316,92,48,6,0
6317,48,54,7,1
6318,86,51,7,0
6319,82,51,7,1
6320,76,44,6,5
6321,146,49,6,0
6322,146,49,6,0
6323,88,54,8,1
6324,88,50,7,0
6325,86,59,8,3
6326,130,45,6,1
6327,98,55,7,0
6328,144,50,6,0
6329,36,50,8,0
6330,74,45,6,2
6331,42,55,7,1
6332,78,45,7,2
6333,100,54,6,3
6334,78,45,6,1
6335,100,54,6,5
6336,136,44,5,0
6337,146,49,6,0
6338,146,49,6,0
6339,152,56,6,0
6340,142,49,6,1
6341,148,56,6,0
6342,88,48,5,1
6343,90,49,7,0
6344,142,49,6,1
6345,138,49,6,6
6346,98,55,7,0
6347,134,51,6,5
6348,84,44,6,0
6349,102,55,7,0
6350,86,51,7,0
6351,132,44,5,1
6352,152,54,6,0
6353,136,52,6,1
6354,98,55,7,5
6355,28,44,7,0
6356,146,55,6,5
6357,-22,43,6,0
6358,132,44,5,1
6359,44,56,8,0
6360,-54,57,10,5
6361,150,55,6,0
6362,140,52,6,0
6363,90,49,7,1
6364,86,49,7,6
6365,96,56,7,0
6366,48,54,8,5
6367,138,51,6,0
6368,134,45,6,0
6369,102,57,8,0
6370,152,54,6,0
6371,88,52,7,1
6372,-8,54,9,6
6373,132,44,5,1
6374,-8,54,8,1
6375,134,45,6,0
6376,100,54,7,0
6377,130,45,6,1
6378,146,49,6,5
6379,146,49,6,0
6380,98,55,6,0
6381,136,44,5,0
6382,142,49,6,5
6383,-10,55,9,0
6384,140,50,6,0
6385,40,50,6,0
6386,80,44,6,0
6387,90,49,7,0
6388,38,55,7,11
6389,92,50,7,0
6390,82,45,6,0
6391,150,55,6,0
6392,130,45,6,1
6393,152,54,5,0
6394,78,45,7,1
6395,48,56,8,0
6396,-58,55,9,1
6397,88,50,7,2
6398,80,44,6,0
6399,94,49,7,0
6400,42,55,7,3
6401,42,51,7,0
6402,90,51,7,0
6403,80,44,5,0
6404,100,56,6,0
6405,148,54,6,5
6406,28,44,6,1
6407,150,55,6,5
6408,-10,59,10,0
6409,40,50,7,0
6410,92,52,6,5
6411,98,55,7,1
6412,88,50,6,0
6413,90,53,8,0
6414,142,49,6,1
6415,98,55,7,1
6416,134,45,6,0
6417,88,54,7,6
6418,74,45,6,1
6419,44,54,8,5
6420,82,45,7,0
6421,-6,57,11,0
6422,98,55,7,0
6423,140,50,6,1
6424,-62,51,9,0
6425,134,45,6,0
6426,96,54,7,1
6427,88,50,7,0
6428,136,44,5,0
6429,152,54,6,0
6430,24,52,7,1
6431,144,56,6,6
6432,94,49,7,0
6433,150,55,6,0
6434,42,53,8,0
6435,36,54,7,6
6436,78,43,6,2
6437,92,52,7,0
6438,94,49,7,0
6439,146,57,6,1
6440,38,49,7,0
6441,98,57,8,0
6442,40,48,7,0
6443,106,63,8,0
6444,78,45,7,0
6445,148,56,6,0
6446,138,49,7,1
6447,148,54,7,0
6448,26,45,7,2
6449,142,49,6,0
6450,44,54,9,0
6451,140,50,6,0
6452,138,51,5,0
6453,84,50,6,6
6454,38,51,7,1
6455,134,45,6,0
6456,36,56,8,0
6457,-22,49,7,6
6458,-60,54,10,7
6459,138,51,6,0
6460,36,50,8,2
6461,36,50,7,0
6462,82,45,7,0
6463,38,49,7,3
6464,38,49,8,0
6465,154,55,6,0
6466,78,45,7,1
6467,154,55,6,0
6468,134,45,6,0
6469,100,54,7,0
6470,134,45,6,0
6471,34,49,7,1
6472,142,49,6,5
6473,94,57,8,0
6474,152,54,6,0
6475,138,51,6,1
6476,130,51,8,1
6477,86,51,7,0
6478,136,44,5,0
6479,148,56,6,0
6480,86,49,8,0
6481,148,56,7,0
6482,46,63,9,3
6483,136,44,5,0
6484,148,62,7,2
6485,148,58,7,0
6486,32,52,7,0
6487,0,56,9,0
6488,50,63,8,5
6489,88,50,7,3
6490,136,44,5,0
6491,44,56,8,1
6492,96,54,7,5
6493,76,44,6,5
6494,-56,56,10,0
6495,42,55,7,5
6496,132,44,5,1
6497,92,54,7,6
6498,30,43,7,0
6499,82,45,7,0
6500,154,55,6,5
6501,82,43,6,0
6502,142,51,6,0
6503,144,50,6,0
6504,38,53,9,0
6505,46,55,8,1
6506,82,45,7,0
6507,-4,56,9,0
6508,96,54,7,0
6509,130,45,6,1
6510,146,49,6,0
6511,52,54,7,0
6512,80,44,5,0
6513,52,64,9,5
6514,100,54,6,0
6515,140,50,6,1
6516,138,51,6,0
6517,134,45,6,0
6518,148,54,6,1
6519,138,51,6,0
6520,140,52,6,0
6521,54,57,9,0
6522,34,49,8,1
6523,48,54,7,0
6524,134,45,5,0
6525,100,54,7,0
6526,140,50,6,1
6527,34,45,7,0
6528,146,55,6,5
6529,36,52,8,0
6530,90,55,6,9
6531,134,45,6,0
6532,150,55,6,0
6533,36,58,8,0
6534,86,51,7,1
6535,-16,52,9,0
6536,152,54,6,0
6537,30,51,6,1
6538,86,51,7,0
6539,40,50,7,0
6540,134,45,6,0
6541,100,54,7,0
6542,90,51,7,0
6543,140,50,5,0
6544,78,45,7,1
6545,150,55,6,5
6546,134,45,6,0
6547,-50,57,11,2
6548,100,54,7,5
6549,140,50,6,5
6550,26,43,7,0
6551,136,44,5,0
6552,90,49,6,0
6553,98,57,7,0
6554,152,54,6,0
6555,82,45,7,1
6556,148,54,6,1
6557,134,45,6,0
6558,34,55,8,4
6559,34,53,8,0
6560,150,55,6,0
6561,-22,45,9,0
6562,146,49,6,0
6563,150,55,6,1
6564,82,45,7,0
6565,0,64,10,3
6566,54,63,9,0
6567,80,50,7,7
6568,130,45,6,1
6569,-4,54,9,0
6570,38,51,8,0
6571,82,45,7,0
6572,90,49,7,0
6573,100,56,7,0
6574,44,56,8,0
6575,94,55,6,0
6576,32,52,7,0
6577,146,49,6,0
6578,-12,48,7,3
6579,-6,55,9,0
6580,140,50,6,1
6581,134,45,6,0
6582,46,55,8,0
6583,134,45,6,0
6584,96,54,6,0
6585,80,44,6,3
6586,-18,49,8,1
6587,146,49,6,0
6588,96,56,7,1
6589,-10,55,7,0
6590,-12,52,7,0
6591,38,55,8,4
6592,140,50,6,0
6593,88,50,7,0
6594,138,51,6,0
6595,130,45,6,1
6596,156,62,7,0
6597,82,45,6,0
6598,104,56,7,0
6599,154,55,6,0
6600,84,52,6,1
6601,48,54,7,1
6602,34,51,8,0
6603,90,53,8,0
6604,48,54,8,0
6605,140,50,5,0
6606,40,50,8,1
6607,88,50,7,0
6608,90,53,8,0
6609,48,54,8,7
6610,138,51,6,0
6611,140,52,6,0
6612,92,56,8,1
6613,146,49,6,0
6614,-16,48,7,5
6615,46,57,8,5
6616,92,48,6,0
6617,98,57,8,0
6618,-12,54,9,2
6619,90,51,6,0
6620,140,58,6,0
6621,78,45,7,1
6622,46,55,7,0
6623,88,50,7,0
6624,82,53,6,1
6625,102,55,7,0
6626,132,52,6,1
6627,142,49,6,5
6628,96,54,5,0
6629,132,50,6,2
6630,84,44,6,0
6631,148,54,6,1
6632,140,50,6,0
6633,134,45,6,0
6634,150,55,6,1
6635,30,45,8,0
6636,48,54,7,0
6637,88,50,7,1
6638,130,45,6,1
6639,-112,56,7,0
6640,8,64,10,0
6641,152,56,6,0
6642,150,55,6,0
6643,134,45,6,0
6644,104,62,7,0
6645,134,45,6,0
6646,44,54,6,0
6647,132,44,5,1
6648,100,54,7,0
6649,-22,51,8,1
6650,30,45,7,0
6651,-14,49,9,0
6652,96,54,7,0
6653,82,45,7,0
6654,94,55,7,1
6655,140,50,6,0
6656,140,50,6,0
6657,90,51,6,0
6658,132,44,5,1
6659,100,56,6,5
6660,148,56,7,0
6661,148,54,5,5
6662,78,45,7,0
6663,152,54,6,0
6664,26,43,5,1
6665,22,45,8,1
6666,150,55,6,0
6667,82,51,7,0
6668,96,58,8,1
6669,76,44,5,5
6670,98,55,7,0
6671,130,45,6,5
6672,96,56,7,5
6673,42,57,8,1
6674,142,49,6,1
6675,96,54,7,2
6676,136,52,6,1
6677,152,56,6,0
6678,92,54,7,1
6679,140,50,6,0
6680,136,50,6,1
6681,138,51,6,0
6682,136,52,6,0
6683,4,64,10,0
6684,100,54,7,0
6685,130,45,6,1
6686,98,55,7,0
6687,136,44,5,0
6688,100,54,7,0
6689,136,44,5,0
6690,100,56,7,0
6691,150,55,6,5
6692,90,53,7,0
6693,148,54,5,1
6694,136,50,6,1
6695,132,44,5,1
6696,98,55,7,5
6697,140,50,6,0
6698,84,50,6,0
6699,34,45,8,0
6700,44,54,8,0
6701,128,44,5,2
6702,96,56,6,0
6703,44,56,7,1
6704,-6,55,9,0
6705,130,45,6,5
6706,48,54,7,0
6707,90,51,6,0
6708,136,44,5,0
6709,-2,57,9,0
6710,88,54,7,1
6711,142,51,6,0
6712,82,45,7,3
6713,-2,57,10,0
6714,94,55,7,1
6715,136,44,5,0
6716,42,57,8,0
6717,94,49,7,0
6718,96,54,6,1
6719,140,50,6,0
6720,28,44,7,0
6721,102,55,7,0
6722,40,50,7,0
6723,82,45,7,0
6724,40,48,6,0
6725,146,55,6,1
6726,-70,45,9,0
6727,46,55,7,5
6728,136,50,6,5
6729,70,45,7,2
6730,92,56,7,2
6731,98,55,6,2
6732,-16,50,7,0
6733,88,50,7,0
6734,134,45,6,0
6735,-2,57,10,0
6736,142,49,6,1
6737,152,54,6,0
6738,82,45,7,0
6739,2,63,8,0
6740,-26,45,9,2
6741,152,54,6,0
6742,36,52,7,0
6743,150,55,6,1
6744,134,45,6,0
6745,148,56,6,0
6746,146,57,7,1
6747,146,49,6,5
6748,52,62,9,0
6749,134,51,6,1
6750,132,44,5,1
6751,0,62,9,5
6752,84,44,6,0
6753,152,62,7,1
6754,84,50,7,0
6755,76,44,7,1
6756,-10,49,8,4
6757,-60,56,7,3
6758,48,56,7,0
6759,150,55,6,1
6760,134,45,6,0
6761,150,55,6,0
6762,134,45,6,0
6763,146,57,7,0
6764,150,55,6,0
6765,-26,45,7,0
6766,42,57,9,1
6767,152,56,6,0
6768,146,57,8,0
6769,100,54,7,5
6770,134,45,6,0
6771,96,54,7,0
6772,130,45,6,1
6773,96,54,7,0
6774,134,45,6,0
6775,90,49,7,1
6776,102,63,8,0
6777,140,50,6,0
6778,80,44,6,3
6779,-12,54,7,6
6780,134,45,5,0
6781,146,49,6,0
6782,94,49,7,0
6783,94,57,8,5
6784,48,54,7,0
6785,34,51,6,0
6786,140,50,6,0
6787,140,50,6,0
6788,34,51,8,2
6789,24,44,7,1
6790,148,54,6,1
6791,84,44,6,0
6792,148,54,6,1
6793,48,58,8,0
6794,82,45,7,0
6795,154,55,6,0
6796,92,52,7,0
6797,96,54,7,5
6798,132,44,5,1
6799,152,56,6,0
6800,146,49,6,0
6801,96,54,6,5
6802,136,44,5,0
6803,96,54,7,0
6804,88,52,6,0
6805,90,57,7,1
6806,96,54,7,1
6807,78,45,7,5
6808,104,54,7,0
6809,86,51,7,0
6810,88,50,7,1
6811,84,50,6,5
6812,90,51,7,0
6813,140,50,6,0
6814,30,43,7,0
6815,132,44,5,1
6816,98,57,8,0
6817,94,49,7,0
6818,98,55,7,0
6819,134,45,6,0
6820,152,56,6,0
6821,102,55,7,0
6822,26,43,7,0
6823,130,45,6,1
6824,90,49,7,0
6825,152,54,6,0
6826,30,45,7,0
6827,96,54,6,5
6828,136,44,5,0
6829,148,54,6,1
6830,134,45,6,0
6831,96,54,7,1
6832,88,50,7,0
6833,136,44,5,0
6834,152,54,6,5
6835,32,50,8,1
6836,78,43,6,5
6837,78,45,7,1
6838,158,63,7,0
6839,74,45,7,6
6840,144,54,7,1
6841,130,45,6,1
6842,148,56,6,1
6843,152,54,6,0
6844,138,51,6,0
6845,32,50,7,0
6846,92,50,7,0
6847,140,50,6,0
6848,30,43,7,0
6849,138,51,6,0
6850,34,53,8,0
6851,90,49,7,0
6852,146,57,7,5
6853,98,55,7,0
6854,134,45,6,0
6855,146,49,6,0
6856,102,55,7,0
6857,84,44,5,0
6858,-2,55,9,0
6859,84,50,6,1
6860,80,44,6,0
6861,96,54,6,5
6862,28,44,7,1
6863,-18,49,9,0
6864,100,54,7,0
6865,134,45,6,0
6866,148,54,5,1
6867,138,51,6,0
6868,142,51,6,0
6869,92,58,8,0
6870,-12,52,9,0
6871,92,48,6,0
6872,36,48,7,0
6873,90,49,6,0
6874,98,57,8,0
6875,156,62,7,0
6876,132,44,5,1
6877,38,49,8,5
6878,152,54,6,0
6879,86,45,7,0
6880,154,55,6,0
6881,34,51,7,0
6882,134,45,6,0
6883,152,62,7,0
6884,80,44,5,5
6885,102,55,7,1
6886,132,44,5,1
6887,88,48,6,5
6888,48,54,7,0
6889,132,44,5,1
6890,94,49,6,0
6891,150,55,6,0
6892,140,50,6,5
6893,134,45,6,0
6894,148,54,6,0
6895,138,51,6,0
6896,134,53,6,1
6897,48,56,7,0
6898,134,49,8,1
6899,148,56,6,0
6900,44,54,7,2
6901,82,43,6,0
6902,134,51,6,10
6903,140,50,6,0
6904,134,45,6,0
6905,100,56,7,0
6906,150,57,7,0
6907,152,56,6,0
6908,96,56,6,1
6909,100,54,7,0
6910,90,53,7,0
6911,94,55,7,5
6912,136,50,6,3
6913,82,53,7,6
6914,94,57,8,9
6915,152,56,6,0
6916,152,54,6,0
6917,84,44,6,0
6918,148,56,6,5
6919,150,57,7,0
6920,106,63,8,5
6921,88,50,7,1
6922,-10,51,9,0
6923,78,45,6,1
6924,100,54,7,5
6925,82,51,7,0
6926,-170,51,9,0
6927,140,50,6,0
6928,96,58,8,0
6929,92,50,7,0
6930,84,50,7,5
6931,140,50,6,0
6932,82,51,7,1
6933,92,50,7,0
6934,90,51,7,0
6935,130,45,6,5
6936,144,56,6,1
6937,100,54,6,0
6938,140,50,6,0
6939,140,50,6,0
6940,82,43,5,0
6941,140,50,6,0
6942,34,51,8,6
6943,140,50,6,0
6944,82,45,7,0
6945,50,57,9,0
6946,44,54,8,1
6947,34,45,7,0
6948,94,55,6,5
6949,34,51,7,0
6950,78,45,7,1
6951,96,56,7,0
6952,98,63,8,11
6953,134,45,6,0
6954,94,55,6,0
6955,30,53,8,2
6956,148,56,6,0
6957,154,55,6,0
6958,134,45,5,0
6959,148,56,5,0
6960,144,56,6,5
6961,50,55,8,0
6962,38,51,7,5
6963,82,45,6,0
6964,154,55,6,0
6965,134,45,6,0
6966,100,54,5,1
6967,82,45,7,0
6968,94,49,7,0
6969,98,57,8,0
6970,44,54,7,1
6971,140,50,6,0
6972,130,45,6,1
6973,148,56,6,0
6974,46,55,7,1
6975,84,52,7,4
6976,150,55,6,0
6977,30,51,8,2
6978,142,51,6,0
6979,34,45,8,0
6980,94,49,6,0
6981,94,49,6,0
6982,44,54,7,0
6983,-16,50,8,0
6984,86,45,6,0
6985,54,55,8,0
6986,88,50,7,0
6987,30,51,7,1
6988,44,50,7,0
6989,138,51,6,0
6990,96,58,8,0
6991,86,53,8,0
6992,100,54,7,0
6993,140,50,6,0
6994,32,44,7,0
6995,108,62,8,0
6996,130,45,6,5
6997,94,55,7,2
6998,80,44,4,0
6999,-4,56,8,3
7000,44,54,7,1
7001,130,45,6,1
7002,150,55,6,0
7003,82,45,7,0
7004,94,55,7,0
7005,74,45,6,1
7006,96,54,7,1
7007,-64,58,10,0
7008,-62,59,8,0
7009,82,45,7,0
7010,38,49,7,0
7011,146,49,6,0
7012,108,62,8,0
7013,130,45,6,1
7014,146,49,6,0
7015,100,54,7,0
7016,82,45,6,1
7017,146,55,7,0
7018,134,45,6,0
7019,148,56,6,0
7020,150,57,7,5
7021,148,56,5,0
7022,44,54,8,0
7023,140,50,6,0
7024,78,45,7,0
7025,142,49,6,1
7026,94,57,8,0
7027,102,55,7,0
7028,92,50,7,0
7029,136,52,5,0
7030,142,49,6,1
7031,150,55,6,5
7032,78,43,6,1
7033,140,50,6,1
7034,-26,45,8,2
7035,152,54,6,0
7036,92,50,6,0
7037,28,44,7,0
7038,100,54,5,0
7039,130,45,6,1
7040,148,56,6,5
7041,44,54,8,1
7042,134,45,6,0
7043,144,54,6,1
7044,-8,58,10,5
7045,-60,60,11,0
7046,86,49,7,5
7047,48,56,8,2
7048,100,54,7,0
7049,128,44,5,2
7050,90,49,6,0
7051,148,54,7,0
7052,84,52,6,0
7053,150,55,6,0
7054,128,44,6,1
7055,90,49,7,0
7056,44,54,6,0
7057,134,45,6,0
7058,152,54,6,0
7059,140,50,6,0
7060,134,45,6,0
7061,96,54,7,0
7062,34,53,8,3
7063,100,54,6,3
7064,-12,50,9,1
7065,136,44,5,0
7066,96,56,7,5
7067,154,63,6,10
7068,82,45,7,0
7069,150,55,6,0
7070,86,51,6,0
7071,82,51,7,0
7072,40,60,8,0
7073,98,55,7,5
7074,84,44,6,0
7075,100,56,6,0
7076,-6,55,9,10
7077,134,45,6,0
7078,152,54,6,0
7079,134,45,6,0
7080,98,55,6,0
7081,140,50,6,0
7082,136,52,7,0
7083,-2,55,8,0
7084,78,43,6,5
7085,84,44,5,0
7086,34,49,8,5
7087,94,57,8,0
7088,100,54,7,0
7089,36,52,7,0
7090,100,54,6,0
7091,144,58,7,0
7092,136,44,5,0
7093,152,54,6,0
7094,134,45,6,0
7095,98,55,6,6
7096,-10,51,9,0
7097,130,45,5,1
7098,100,54,7,0
7099,140,50,6,0
7100,-18,51,8,0
7101,78,45,7,0
7102,52,62,9,0
7103,30,45,7,0
7104,146,55,6,2
7105,84,44,5,0
7106,150,55,6,0
7107,36,52,6,1
7108,50,55,7,1
7109,88,50,7,0
7110,136,52,6,1
7111,148,54,6,1
7112,130,45,6,1
7113,50,55,8,0
7114,136,50,7,0
7115,80,44,5,0
7116,94,49,7,0
7117,96,56,7,5
7118,144,54,7,1
7119,88,50,7,0
7120,40,50,7,0
7121,82,43,5,0
7122,-30,43,7,1
7123,76,44,5,1
7124,50,57,9,0
7125,152,54,6,0
7126,134,45,6,0
7127,44,54,7,3
7128,136,52,6,0
7129,154,55,6,0
7130,140,50,6,0
7131,90,51,7,0
7132,84,44,5,0
7133,100,56,6,5
7134,152,54,6,5
7135,140,50,6,0
7136,82,43,6,0
7137,78,45,7,1
7138,96,54,7,1
7139,-20,50,7,0
7140,84,44,6,0
7141,150,55,6,0
7142,138,53,7,0
7143,98,55,7,5
7144,132,44,5,5
7145,146,49,6,0
7146,42,55,7,5
7147,-18,51,9,0
7148,84,44,5,0
7149,96,64,7,6
7150,94,57,7,0
7151,102,55,7,0
7152,86,51,7,1
7153,128,44,6,1
7154,52,56,7,0
7155,86,49,7,1
7156,98,55,7,0
7157,32,50,7,1
7158,128,44,5,2
7159,92,56,7,5
7160,102,55,7,0
7161,130,45,6,1
7162,144,56,6,2
7163,94,49,7,5
7164,94,55,7,2
7165,88,50,7,0
7166,86,51,7,0
7167,-28,44,7,0
7168,100,56,7,5
7169,92,54,6,5
7170,136,50,6,2
7171,104,66,8,0
7172,80,44,6,0
7173,152,54,6,0
7174,88,52,6,0
7175,52,54,8,1
7176,82,43,5,0
7177,78,43,6,1
7178,32,50,7,0
7179,128,44,5,2
7180,48,56,7,5
7181,96,54,7,5
7182,136,44,5,0
7183,42,57,9,1
7184,92,54,7,2
7185,140,52,6,0
7186,50,55,7,0
7187,86,53,8,0
7188,94,49,7,0
7189,98,55,7,1
7190,134,45,6,0
7191,40,54,9,0
7192,86,51,7,0
7193,136,44,5,0
7194,98,55,6,0
7195,40,50,8,0
7196,38,51,8,0
7197,34,51,8,0
7198,84,44,6,0
7199,146,55,6,1
7200,-26,45,8,0
7201,144,54,6,2
7202,80,44,6,0
7203,-10,55,9,1
7204,88,52,7,5
7205,94,55,7,0
7206,134,45,6,0
7207,104,56,7,0
7208,90,49,7,1
7209,100,56,7,0
7210,156,64,7,5
7211,90,49,6,5
7212,104,54,6,0
7213,128,44,5,2
7214,144,54,5,6
7215,80,44,6,3
7216,102,55,6,0
7217,86,51,7,0
7218,26,43,7,1
7219,84,44,5,0
7220,42,49,8,3
7221,50,57,9,0
7222,-6,55,8,0
7223,140,50,6,0
7224,134,45,6,0
7225,96,54,6,1
7226,40,52,7,0
7227,148,56,6,0
7228,100,56,6,0
7229,50,57,8,5
7230,160,64,7,0
7231,160,62,7,0
7232,138,51,6,0
7233,90,51,7,0
7234,88,50,7,0
7235,136,50,6,1
7236,80,44,6,1
7237,92,54,7,1
7238,140,50,6,0
7239,36,50,7,2
7240,80,44,5,1
7241,146,49,6,5
7242,4,62,7,0
7243,140,50,6,0
7244,134,45,6,0
7245,-4,56,8,0
7246,152,54,6,0
7247,-16,50,9,3
7248,76,44,6,2
7249,40,56,7,9
7250,-10,55,9,1
7251,18,43,5,6
7252,-16,58,9,0
7253,132,50,5,2
7254,42,51,8,0
7255,92,50,7,0
7256,82,45,7,0
7257,94,57,8,1
7258,148,56,6,0
7259,148,56,6,0
7260,150,55,6,5
7261,86,51,7,0
7262,136,44,5,0
7263,150,55,6,0
7264,130,45,6,1
7265,100,54,7,1
7266,138,51,6,5
7267,90,51,7,2
7268,134,45,6,0
7269,108,70,8,6
7270,80,44,6,1
7271,148,54,6,0
7272,78,51,7,1
7273,82,45,7,0
7274,96,56,7,0
7275,100,54,7,0
7276,48,58,9,0
7277,136,44,5,0
7278,148,54,6,1
7279,30,43,7,0
7280,132,44,5,1
7281,56,64,9,1
7282,98,57,8,0
7283,104,54,7,0
7284,134,51,6,5
7285,136,44,5,0
7286,96,56,6,1
7287,-24,48,8,3
7288,44,56,8,0
7289,150,55,6,6
7290,88,50,6,0
7291,32,44,7,0
7292,150,55,6,0
7293,82,53,8,1
7294,98,57,8,0
7295,146,49,6,0
7296,150,55,6,0
7297,80,44,5,1
7298,46,57,8,0
7299,48,54,7,0
7300,84,50,6,1
7301,38,51,8,0
7302,38,51,7,0
7303,88,52,7,0
7304,106,63,7,0
7305,40,50,7,0
7306,36,50,6,0
7307,132,44,5,5
7308,46,57,7,5
7309,100,54,7,0
7310,84,44,6,0
7311,44,54,8,5
7312,26,43,7,0
7313,136,44,5,0
7314,96,56,7,1
7315,100,54,7,0
7316,36,50,7,0
7317,32,50,7,0
7318,84,50,7,0
7319,28,44,7,1
7320,154,63,7,1
7321,134,45,6,0
7322,148,64,7,1
7323,144,56,6,0
7324,52,62,7,0
7325,84,52,7,0
7326,150,55,6,0
7327,134,45,6,0
7328,148,56,6,0
7329,148,54,6,1
7330,82,51,7,0
7331,38,51,8,0
7332,78,51,6,5
7333,90,51,7,0
7334,136,44,5,0
7335,94,57,8,0
7336,-16,56,8,1
7337,56,64,8,6
7338,-12,54,8,0
7339,82,45,7,0
7340,142,49,6,5
7341,146,49,6,5
7342,146,49,6,0
7343,152,56,6,0
7344,94,55,7,0
7345,80,44,5,0
7346,142,55,7,1
7347,90,51,6,0
7348,140,50,6,0
7349,134,45,6,0
7350,100,56,6,0
7351,94,55,6,1
7352,88,50,7,0
7353,38,53,9,0
7354,38,49,8,0
7355,152,54,6,0
7356,-128,50,9,0
7357,38,51,8,0
7358,82,51,7,0
7359,38,53,7,0
7360,142,49,6,5
7361,92,48,6,0
7362,90,49,7,1
7363,104,62,8,9
7364,86,45,7,0
7365,-60,54,9,0
7366,138,51,6,0
7367,34,53,8,0
7368,90,49,7,0
7369,156,62,7,0
7370,134,45,6,0
7371,148,56,4,0
7372,96,54,7,0
7373,80,44,6,5
7374,42,57,9,0
7375,96,56,6,6
7376,42,55,7,6
7377,-76,50,10,1
7378,128,44,5,2
7379,150,55,5,0
7380,92,50,7,0
7381,34,53,7,4
7382,98,57,8,0
7383,98,55,6,0
7384,84,50,7,0
7385,88,52,7,0
7386,146,49,6,0
7387,138,49,7,1
7388,104,62,8,0
7389,30,45,8,0
7390,146,49,6,0
7391,150,55,6,0
7392,84,52,7,2
7393,40,48,6,0
7394,148,54,6,1
7395,84,52,7,9
7396,-6,55,9,3
7397,88,50,7,3
7398,130,45,6,5
7399,38,57,8,0
7400,104,56,6,0
7401,142,49,6,5
7402,150,65,7,0
7403,50,63,8,10
7404,144,50,6,0
7405,92,52,7,0
7406,-14,49,9,0
7407,98,55,7,0
7408,30,45,8,0
7409,-6,57,9,0
7410,92,54,7,2
7411,82,53,8,0
7412,44,54,8,5
7413,130,45,6,1
7414,52,56,8,0
7415,100,56,7,0
7416,104,62,8,5
7417,136,44,5,0
7418,150,55,6,0
7419,26,45,8,1
7420,150,57,7,0
7421,90,49,6,0
7422,150,57,7,0
7423,98,55,7,0
7424,138,51,6,0
