Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
2384,44,56,8,0
2385,92,54,8,4
2386,-64,50,10,0
2387,88,50,7,0
2388,88,58,8,0
2389,92,50,6,0
2390,-22,53,10,0
2391,96,54,7,0
2392,-78,45,8,1
2393,-8,56,9,0
2394,48,54,8,4
2395,134,45,6,0
2396,92,48,6,4
2397,52,54,8,0
2398,-16,50,8,0
2399,140,52,6,0
2400,42,49,8,0
2401,42,55,8,2
2402,86,51,6,1
2403,140,50,6,0
2404,84,52,7,1
2405,-54,55,8,0
2406,132,50,8,1
2407,30,51,7,1
2408,-118,61,12,0
2409,-164,64,12,2
2410,56,62,9,0
2411,-12,50,9,0
2412,84,52,7,1
2413,146,57,7,1
2414,-48,70,9,0
2415,-60,60,9,0
2416,94,57,7,1
2417,94,57,7,1
2418,-14,65,12,0
2419,0,54,8,1
2420,40,58,9,2
2421,-12,58,9,0
2422,-8,58,10,0
2423,136,52,4,0
2424,-8,54,8,1
2425,80,50,6,2
2426,88,50,7,0
2427,78,43,6,1
2428,-16,50,8,0
2429,-24,44,8,0
2430,90,49,7,0
2431,90,49,7,5
2432,0,54,9,0
2433,36,50,8,0
2434,-64,50,9,0
2435,36,50,7,0
2436,48,58,8,0
2437,-40,76,11,0
2438,94,57,8,0
2439,-58,55,9,5
2440,136,52,5,0
2441,6,63,9,0
2442,86,51,7,1
2443,142,53,7,1
2444,-62,55,9,1
2445,140,50,6,1
2446,88,50,7,2
2447,-80,44,8,4
2448,4,62,9,0
2449,88,50,7,1
2450,30,53,8,0
2451,108,70,9,0
2452,78,45,7,1
2453,152,54,5,0
2454,86,51,6,0
2455,42,53,8,0
2456,152,54,6,0
2457,92,58,7,1
2458,86,51,7,1
2459,40,52,7,0
2460,-160,56,10,2
2461,42,57,8,1
2462,48,56,7,0
2463,148,56,6,0
2464,152,62,7,1
2465,-10,53,10,0
2466,92,54,6,5
2467,144,58,5,0
2468,136,44,5,0
2469,42,55,7,1
2470,138,51,6,0
2471,-18,51,9,1
2472,86,51,6,0
2473,36,58,9,1
2474,32,50,7,0
2475,134,53,7,1
2476,98,55,6,0
2477,38,53,8,0
2478,-6,55,9,2
2479,88,52,7,1
2480,36,48,6,8
2481,92,54,8,0
2482,84,52,7,2
2483,90,55,8,1
2484,36,52,8,0
2485,156,62,7,0
2486,30,45,7,0
2487,144,56,6,1
2488,-4,56,8,0
2489,100,54,7,4
2490,28,44,7,0
2491,46,57,8,0
2492,0,62,9,0
2493,130,45,6,5
2494,48,54,7,0
2495,138,53,7,0
2496,48,54,8,2
2497,78,45,7,0
2498,-14,55,8,10
2499,92,58,7,1
2500,86,53,8,6
2501,52,64,8,0
2502,142,49,6,1
2503,46,55,8,0
2504,34,53,8,0
2505,40,56,7,3
2506,92,56,7,5
2507,38,49,8,1
2508,44,54,7,0
2509,36,50,7,0
2510,90,53,8,0
2511,142,57,7,6
2512,100,54,7,0
2513,84,44,6,0
2514,-10,57,9,0
2515,44,54,8,5
2516,32,60,8,1
2517,98,55,7,3
2518,-24,52,9,0
2519,98,55,6,0
2520,-20,52,7,0
2521,146,49,6,0
2522,2,55,8,5
2523,36,50,7,3
2524,-64,52,9,0
2525,102,63,7,0
2526,82,45,6,0
2527,94,49,7,0
2528,26,49,8,1
2529,86,49,7,6
2530,150,55,6,5
2531,78,45,7,2
2532,-14,49,9,0
2533,86,49,7,1
2534,44,56,8,0
2535,-12,54,7,1
2536,76,44,6,5
2537,150,55,6,0
2538,80,52,5,6
2539,96,54,6,1
2540,36,52,8,1
2541,112,70,9,0
2542,140,50,6,0
2543,92,52,6,0
2544,-60,56,10,0
2545,-16,56,7,0
2546,56,70,9,1
2547,-66,51,7,0
2548,138,51,6,0
2549,90,51,7,2
2550,134,45,6,0
2551,144,54,7,1
2552,138,51,6,5
2553,132,52,5,5
2554,100,56,6,0
2555,92,48,5,0
2556,-56,62,11,6
2557,134,45,6,0
2558,150,55,6,0
2559,132,52,6,6
2560,90,49,7,4
2561,44,56,6,5
2562,58,63,9,0
2563,34,51,7,0
2564,40,52,7,0
2565,102,55,7,0
2566,92,52,7,0
2567,96,54,7,1
2568,82,45,7,2
2569,48,54,8,0
2570,38,53,8,0
2571,-164,54,12,4
2572,88,52,7,0
2573,98,55,7,0
2574,28,44,7,0
2575,100,56,7,0
2576,-6,55,8,0
2577,130,45,6,1
2578,98,55,7,0
2579,78,45,7,5
2580,4,70,11,0
2581,36,50,8,1
2582,30,45,8,1
2583,150,65,8,0
2584,-56,54,10,1
2585,-22,53,9,0
2586,152,64,7,0
2587,40,48,6,0
2588,82,49,7,2
2589,150,55,6,0
2590,138,51,6,1
2591,36,50,7,0
2592,82,53,9,5
2593,104,62,7,0
2594,90,51,7,0
2595,134,53,6,0
2596,146,57,7,6
2597,50,55,8,5
2598,30,51,7,1
2599,88,52,7,0
2600,-8,54,9,0
2601,86,51,7,0
2602,86,51,7,0
2603,80,44,5,0
2604,90,57,8,1
2605,148,56,6,0
2606,4,62,10,0
2607,-20,52,7,0
2608,100,54,6,0
2609,140,50,5,0
2610,48,58,9,0
2611,78,45,7,2
2612,146,57,7,7
2613,104,64,8,0
2614,44,56,7,0
2615,92,56,7,1
2616,48,54,8,0
2617,134,45,6,0
2618,98,55,7,0
2619,28,44,6,0
2620,146,49,6,0
2621,152,56,6,1
2622,-4,56,8,0
2623,100,56,7,5
2624,92,48,6,5
2625,46,57,8,0
2626,-12,48,7,0
2627,-8,56,8,0
2628,-66,49,9,0
2629,148,56,6,5
2630,-8,56,9,5
2631,-64,54,10,6
2632,-32,42,6,1
2633,92,50,7,0
2634,152,66,8,0
2635,130,45,6,5
2636,96,54,6,1
2637,84,50,7,0
2638,32,50,7,1
2639,134,45,6,0
2640,90,49,7,0
2641,96,54,6,1
2642,-14,51,9,3
2643,136,44,5,0
2644,0,56,9,0
2645,94,55,7,0
2646,86,51,6,5
2647,-64,60,9,0
2648,90,49,6,0
2649,-64,56,9,7
2650,2,63,10,2
2651,38,59,8,0
2652,134,45,6,0
2653,98,65,8,0
2654,142,49,7,0
2655,52,54,8,0
2656,128,44,5,1
2657,-2,55,8,0
2658,90,51,7,0
2659,82,45,7,1
2660,4,62,8,6
2661,88,50,7,0
2662,82,45,6,1
2663,48,70,9,6
2664,140,52,6,1
2665,98,57,8,0
2666,48,56,8,0
2667,38,49,7,0
2668,110,63,8,0
2669,82,45,7,0
2670,46,57,9,6
2671,160,62,7,0
2672,134,53,7,1
2673,50,55,8,0
2674,86,51,7,0
2675,-12,52,8,0
2676,40,54,7,5
2677,86,45,7,0
2678,94,49,7,0
2679,44,56,8,0
2680,32,48,6,1
2681,38,49,7,0
2682,38,49,8,1
2683,16,78,10,1
2684,144,58,7,0
2685,82,45,6,0
2686,48,54,8,1
2687,140,50,6,0
2688,38,53,9,0
2689,44,54,8,0
2690,22,43,7,5
2691,-12,50,7,0
2692,84,52,6,5
2693,92,56,6,0
2694,142,49,6,5
2695,152,54,6,0
2696,84,52,7,0
2697,138,49,6,6
2698,94,49,6,0
2699,52,62,8,5
2700,30,45,6,1
2701,46,55,8,0
2702,86,51,6,0
2703,144,50,6,0
2704,-12,52,8,0
2705,94,49,7,0
2706,98,57,8,0
2707,146,49,6,5
2708,40,48,6,0
2709,152,56,6,0
2710,48,54,8,0
2711,-16,52,7,0
2712,100,56,7,0
2713,38,55,8,1
2714,138,51,5,0
2715,84,50,7,1
2716,34,61,10,0
2717,-50,63,11,0
2718,88,52,7,0
2719,144,56,6,6
2720,104,72,10,0
2721,46,55,8,5
2722,76,44,6,2
2723,-4,54,8,0
2724,90,51,7,5
2725,88,50,7,0
2726,134,53,6,0
2727,-4,56,8,5
2728,40,54,7,4
2729,40,52,8,0
2730,48,54,8,0
2731,-14,51,8,0
2732,34,59,8,1
2733,88,52,7,1
2734,-68,46,7,0
2735,32,50,8,1
2736,38,51,5,0
2737,140,52,6,2
2738,90,49,7,0
2739,154,63,7,0
2740,134,45,6,0
2741,46,57,9,0
2742,96,54,7,5
2743,36,52,8,0
2744,96,56,6,0
2745,94,49,7,0
2746,-100,64,10,0
2747,-8,56,8,3
2748,144,54,6,6
2749,40,52,8,0
2750,96,56,7,0
2751,146,49,6,5
2752,46,55,7,5
2753,38,59,7,1
2754,92,58,8,0
2755,-60,58,9,0
2756,-14,51,8,0
2757,130,45,6,1
2758,144,56,6,0
2759,100,54,7,0
2760,84,58,6,2
2761,148,60,7,0
2762,44,54,8,0
2763,92,50,7,0
2764,140,50,6,0
2765,136,52,6,0
2766,96,54,7,5
2767,134,45,6,0
2768,152,56,6,0
2769,46,55,8,0
2770,84,44,6,0
2771,148,62,8,0
2772,90,51,7,0
2773,132,44,5,1
2774,48,62,9,1
2775,36,50,7,3
2776,32,50,8,5
2777,38,53,9,1
2778,44,56,8,0
2779,94,57,8,0
2780,146,57,6,0
2781,146,49,6,0
2782,48,64,7,0
2783,146,57,7,6
2784,30,49,8,2
2785,90,49,7,1
2786,-56,54,8,0
2787,134,45,6,0
2788,92,56,7,0
2789,40,48,7,0
2790,148,54,6,1
2791,24,44,7,1
2792,94,55,6,0
2793,32,52,8,0
2794,38,49,8,0
2795,148,54,6,0
2796,134,45,6,0
2797,94,49,7,0
2798,46,55,7,1
2799,88,50,7,0
2800,138,51,6,0
2801,142,51,5,0
2802,134,45,6,0
2803,46,57,10,0
2804,-10,57,10,1
2805,94,57,8,0
2806,96,56,6,0
2807,50,63,9,4
2808,22,45,7,0
2809,152,54,6,0
2810,140,50,5,0
2811,-28,44,8,0
2812,96,56,7,1
2813,102,55,7,0
2814,84,50,7,1
2815,32,52,6,1
2816,154,57,7,0
2817,96,54,7,0
2818,88,50,7,0
2819,130,45,6,1
2820,150,57,7,0
2821,48,54,8,0
2822,134,45,6,0
2823,94,55,5,6
2824,36,50,8,0
2825,134,45,6,0
2826,46,55,7,0
2827,88,50,7,0
2828,38,51,7,1
2829,32,52,8,0
2830,154,55,6,0
2831,140,50,6,0
2832,90,53,8,0
2833,152,54,6,0
2834,86,45,6,0
2835,94,55,6,5
2836,-18,51,9,5
2837,88,52,7,0
2838,96,54,6,1
2839,-22,45,9,0
2840,102,55,6,0
2841,140,52,6,0
2842,42,57,9,4
2843,150,55,6,0
2844,84,52,7,3
2845,50,55,8,0
2846,88,52,6,0
2847,102,55,7,4
2848,86,45,7,0
2849,146,55,6,5
2850,26,45,8,0
2851,100,54,7,5
2852,134,53,7,0
2853,98,57,8,5
2854,-118,47,7,0
2855,90,51,7,5
2856,134,53,7,9
2857,40,56,6,0
2858,158,63,6,0
2859,-12,50,9,0
2860,132,50,7,1
2861,136,52,5,1
2862,98,55,7,0
2863,82,51,7,0
2864,88,58,8,0
2865,140,50,6,0
2866,34,51,8,5
2867,142,51,6,0
2868,80,50,7,0
2869,92,50,7,0
2870,86,51,7,0
2871,92,58,8,0
2872,134,45,6,0
2873,96,56,8,0
2874,154,55,6,5
2875,-20,44,5,0
2876,-10,57,8,5
2877,150,55,6,0
2878,34,51,8,1
2879,140,50,5,0
2880,142,61,8,5
2881,52,64,8,0
2882,94,55,6,0
2883,78,45,7,0
2884,94,49,7,0
2885,90,49,7,0
2886,52,62,9,10
2887,74,45,6,1
2888,96,54,7,0
2889,88,50,6,0
2890,140,50,6,0
2891,134,45,6,0
2892,42,49,8,0
2893,146,49,6,0
2894,-68,56,8,0
2895,98,57,8,0
2896,44,54,7,0
2897,140,52,5,0
2898,152,54,6,0
2899,130,45,5,1
2900,148,54,5,1
2901,142,53,7,0
2902,0,62,9,3
2903,140,52,6,0
2904,100,56,7,3
2905,44,54,7,5
2906,82,45,7,0
2907,100,62,8,0
2908,26,45,7,0
2909,96,54,7,0
2910,82,43,5,0
2911,90,51,7,0
2912,32,44,6,0
2913,148,54,6,1
2914,78,43,6,1
2915,82,45,7,0
2916,38,55,8,3
2917,92,58,9,0
2918,80,44,6,5
2919,142,49,6,5
2920,96,54,7,6
2921,80,44,6,0
2922,144,56,7,0
2923,146,57,7,5
2924,96,54,6,0
2925,136,50,7,1
2926,78,45,7,1
2927,104,54,7,0
2928,144,50,6,0
2929,82,45,5,0
2930,102,55,7,0
2931,136,50,6,1
2932,92,50,7,0
2933,136,44,5,0
2934,50,57,8,0
2935,150,55,6,5
2936,86,45,6,0
2937,-8,54,9,5
2938,92,50,7,0
2939,86,45,7,0
2940,102,63,6,0
2941,130,45,6,5
2942,150,55,6,0
2943,82,51,7,1
2944,24,44,6,0
2945,40,56,8,3
2946,156,62,6,0
2947,92,50,6,0
2948,132,44,5,5
2949,-4,54,9,0
2950,140,52,6,0
2951,0,54,8,0
2952,136,44,5,0
2953,146,49,6,0
2954,46,55,8,8
2955,134,45,6,0
2956,96,56,7,5
2957,102,63,8,0
2958,136,44,5,0
2959,54,55,8,0
2960,22,45,7,0
2961,86,49,6,5
2962,92,48,5,0
2963,146,49,6,5
2964,142,49,6,1
2965,96,64,7,1
2966,148,56,6,5
2967,96,56,7,0
2968,90,49,7,0
2969,94,57,8,0
2970,96,54,7,0
2971,32,50,8,0
2972,82,45,7,0
2973,94,55,6,0
2974,140,50,6,1
2975,88,50,7,0
2976,78,45,7,0
2977,100,56,7,0
2978,148,54,7,0
2979,92,50,7,0
2980,86,59,8,7
2981,22,45,7,5
2982,92,48,5,5
2983,36,56,8,0
2984,40,54,8,0
2985,38,51,7,0
2986,-16,50,8,1
2987,80,44,6,5
2988,96,56,7,0
2989,100,56,7,1
2990,48,54,6,0
2991,92,52,6,0
2992,48,56,7,0
2993,94,57,8,0
2994,48,64,8,5
2995,152,54,6,0
2996,38,51,7,0
2997,82,51,7,5
2998,138,53,7,0
2999,100,54,7,0
3000,134,45,6,0
3001,96,56,7,0
3002,150,55,6,0
3003,-66,51,10,0
3004,134,45,6,0
3005,142,63,8,0
3006,84,50,7,5
3007,86,53,7,0
3008,94,55,5,0
3009,88,52,6,0
3010,52,62,8,1
3011,82,43,5,0
3012,136,50,6,1
3013,140,50,6,0
3014,130,45,6,5
3015,-2,65,8,5
3016,-46,57,11,0
3017,152,54,6,0
3018,28,44,6,0
3019,96,54,7,0
3020,90,51,5,0
3021,142,51,6,0
3022,90,51,7,0
3023,88,58,7,5
3024,32,52,7,3
3025,2,65,11,0
3026,104,70,8,1
3027,84,44,6,0
3028,146,49,6,0
3029,44,56,7,0
3030,6,63,10,0
3031,86,53,8,0
3032,96,54,6,1
3033,86,51,7,0
3034,136,44,5,0
3035,100,54,7,0
3036,134,45,6,0
3037,150,55,6,0
3038,134,45,6,0
3039,108,62,8,0
3040,132,44,5,1
3041,50,55,7,0
3042,130,45,6,5
3043,84,48,6,2
3044,150,55,6,0
3045,132,44,5,1
3046,42,49,8,1
3047,150,55,6,0
3048,32,50,7,4
3049,32,52,6,0
3050,-8,54,8,0
3051,78,45,7,0
3052,148,54,6,1
3053,30,45,6,0
3054,-2,57,9,0
3055,142,49,6,1
3056,44,56,8,0
3057,96,62,7,6
3058,132,50,6,2
3059,30,43,5,0
3060,136,44,5,0
3061,98,55,8,0
3062,138,51,6,0
3063,80,44,5,5
3064,152,54,6,0
3065,130,45,6,1
3066,46,57,9,0
3067,48,56,8,0
3068,152,54,6,0
3069,90,51,7,0
3070,136,44,5,0
3071,100,54,6,0
3072,130,45,6,1
3073,146,55,6,1
3074,134,45,6,0
3075,100,56,7,0
3076,50,55,7,0
3077,134,45,6,0
3078,150,55,6,5
3079,88,50,7,1
3080,82,45,7,0
3081,146,49,6,0
3082,90,49,7,0
3083,146,49,6,0
3084,146,55,7,1
3085,34,53,9,1
3086,48,54,8,0
3087,84,50,7,1
3088,90,51,6,0
3089,24,44,5,1
3090,152,54,6,0
3091,-116,52,10,0
3092,96,54,6,1
3093,140,52,6,0
3094,94,49,6,0
3095,-4,64,8,1
3096,-2,55,8,0
3097,132,50,6,0
3098,136,44,5,0
3099,94,49,6,0
3100,96,56,7,5
3101,100,54,7,0
3102,74,45,7,1
3103,100,54,6,0
3104,82,45,7,0
3105,52,62,7,0
3106,34,51,7,0
3107,78,45,6,2
3108,100,54,6,5
3109,38,53,9,0
3110,92,54,7,1
3111,78,45,7,1
3112,90,49,6,0
3113,100,56,7,0
3114,50,57,8,0
3115,-56,54,8,0
3116,36,50,7,0
3117,130,45,5,1
3118,150,55,6,0
3119,90,53,7,2
3120,90,49,7,0
3121,150,57,7,0
3122,100,54,6,0
3123,30,51,7,0
3124,130,45,6,1
3125,100,56,7,2
3126,48,56,8,0
3127,146,49,6,0
3128,52,56,7,0
3129,108,62,7,0
3130,82,45,7,0
3131,146,49,6,5
3132,48,56,8,4
3133,96,56,7,1
3134,146,49,6,5
3135,100,56,7,0
3136,150,55,6,0
3137,134,45,6,0
3138,136,56,7,11
3139,94,55,6,5
3140,138,51,6,5
3141,92,50,7,0
3142,140,50,6,0
3143,134,45,6,0
3144,100,54,6,0
3145,134,45,6,0
3146,134,49,8,1
3147,100,54,7,0
3148,32,52,8,1
3149,48,54,8,0
3150,88,52,7,0
3151,152,56,6,0
3152,102,55,7,0
3153,30,43,7,0
3154,92,58,8,1
3155,134,45,6,0
3156,42,49,8,4
3157,148,56,6,0
3158,48,56,7,0
3159,152,54,6,0
3160,138,51,6,5
3161,140,50,6,0
3162,140,52,5,0
3163,94,49,7,0
3164,-96,62,8,0
3165,142,61,7,0
3166,52,56,7,0
3167,-2,55,9,0
3168,82,43,6,0
3169,136,44,5,0
3170,44,56,8,2
3171,86,49,7,6
3172,52,56,8,0
3173,38,57,7,6
3174,146,55,6,2
3175,88,50,7,0
3176,132,44,5,1
3177,146,57,7,0
3178,100,56,7,0
3179,38,55,8,1
3180,140,52,6,0
3181,94,57,7,0
3182,96,56,7,1
3183,100,54,7,0
3184,134,45,6,0
3185,94,55,6,0
3186,134,53,7,0
3187,100,54,7,0
3188,136,50,6,2
3189,82,51,6,1
3190,84,52,7,0
3191,104,62,8,0
3192,82,51,6,1
3193,78,45,7,0
3194,90,49,7,0
3195,96,54,7,0
3196,136,52,6,1
3197,146,49,6,5
3198,146,49,6,0
3199,148,56,6,0
3200,-14,49,7,3
3201,98,55,7,1
3202,136,44,5,0
3203,150,55,6,1
3204,92,50,7,0
3205,-20,50,8,0
3206,42,51,8,0
3207,134,45,6,0
3208,90,49,7,0
3209,90,49,7,0
3210,102,55,7,0
3211,140,50,6,0
3212,-24,52,9,0
3213,148,56,6,0
3214,94,49,7,0
3215,152,54,6,0
3216,26,45,7,0
3217,44,54,7,0
3218,86,45,7,0
3219,48,54,8,0
3220,72,44,6,2
3221,100,54,7,0
3222,84,44,6,0
3223,98,55,7,1
3224,36,52,8,0
3225,148,56,6,0
3226,92,48,5,1
3227,44,54,8,1
3228,140,52,6,0
3229,148,56,6,0
3230,48,56,8,0
3231,38,49,8,0
3232,152,56,6,0
3233,92,48,5,5
3234,146,57,7,5
3235,40,48,6,0
3236,146,55,7,0
3237,136,44,5,0
3238,50,55,7,5
3239,130,45,6,1
3240,100,54,6,0
3241,134,51,6,1
3242,138,51,5,0
3243,82,45,7,0
3244,38,49,8,0
3245,56,62,8,2
3246,88,50,6,1
3247,138,51,6,0
3248,84,52,7,1
3249,94,55,7,5
3250,30,45,8,0
3251,96,56,7,0
3252,-16,46,8,0
3253,90,51,7,0
3254,32,44,6,0
3255,148,56,6,6
3256,-10,49,9,0
3257,46,55,8,2
3258,138,51,6,0
3259,88,50,6,1
3260,140,50,6,0
3261,40,50,7,0
3262,80,44,6,0
3263,-56,56,10,3
3264,146,49,6,0
3265,100,54,7,0
3266,92,50,6,0
3267,132,44,5,5
3268,150,57,7,0
3269,46,55,8,0
3270,92,52,7,0
3271,152,54,6,0
3272,90,51,6,0
3273,84,52,7,0
3274,98,55,7,0
3275,134,45,6,0
3276,98,57,8,5
3277,100,54,6,0
3278,78,45,7,1
3279,46,57,8,0
3280,92,48,6,4
3281,146,49,6,0
3282,152,54,6,0
3283,78,45,6,0
3284,46,57,8,0
3285,96,54,7,0
3286,80,50,7,6
3287,134,53,7,2
3288,104,54,7,0
3289,90,51,7,0
3290,38,53,9,0
3291,146,49,6,0
3292,146,57,7,0
3293,94,57,8,0
3294,40,48,6,0
3295,92,48,5,0
3296,44,56,7,0
3297,134,49,8,1
3298,100,54,6,0
3299,84,44,5,0
3300,152,54,6,0
3301,36,50,6,0
3302,36,52,7,0
3303,150,55,6,0
3304,-22,45,8,1
3305,-4,54,8,1
3306,88,50,6,0
3307,88,50,7,0
3308,140,50,6,0
3309,30,45,8,3
3310,146,57,7,0
3311,152,56,6,0
3312,94,49,6,0
3313,98,55,7,0
3314,78,45,7,1
3315,152,54,6,0
3316,88,50,6,5
3317,40,52,8,0
3318,48,62,9,5
3319,140,50,6,0
3320,82,43,6,0
3321,80,44,6,0
3322,44,56,8,2
3323,146,49,6,0
3324,94,57,8,0
3325,156,62,7,0
3326,130,45,6,5
3327,98,55,7,0
3328,76,44,6,1
3329,152,54,6,0
3330,138,51,6,0
3331,138,51,6,0
3332,82,43,5,0
3333,128,44,5,2
3334,34,49,8,1
3335,90,49,6,0
3336,152,54,5,0
3337,132,44,5,1
3338,50,55,7,0
3339,34,51,8,5
3340,130,45,6,1
3341,148,56,6,0
3342,96,56,8,0
3343,40,54,7,6
3344,88,52,6,0
3345,146,57,7,1
3346,44,56,7,5
3347,102,55,6,0
3348,138,51,6,0
3349,82,45,7,0
3350,150,55,6,0
3351,78,51,7,0
3352,132,44,5,1
3353,150,55,6,0
3354,82,43,6,0
3355,84,44,5,0
3356,96,56,7,0
3357,42,55,7,0
3358,130,45,6,6
3359,102,55,7,0
3360,140,50,6,0
3361,144,50,6,0
3362,130,45,5,1
3363,152,54,6,0
3364,138,51,6,0
3365,30,43,7,4
3366,-22,45,8,0
3367,98,57,7,5
3368,100,56,7,0
3369,100,56,7,0
3370,52,62,8,0
3371,134,51,7,0
3372,90,53,8,0
3373,40,48,7,0
3374,42,63,9,0
3375,130,45,6,1
3376,142,49,6,1
3377,94,55,7,5
3378,86,45,7,0
3379,104,62,8,0
3380,134,45,6,0
3381,96,56,7,4
3382,152,54,6,0
3383,88,50,6,0
3384,30,43,7,4
3385,82,45,6,0
3386,98,57,8,5
3387,98,55,7,1
3388,88,50,7,0
3389,138,51,6,5
3390,30,43,6,0
3391,140,50,6,0
3392,-14,51,9,2
3393,140,50,6,0
3394,136,52,6,1
3395,98,57,8,1
3396,108,62,8,5
3397,138,51,6,0
3398,34,51,8,0
3399,90,53,8,0
3400,92,48,6,0
3401,150,55,6,0
3402,92,50,7,0
3403,134,45,6,0
3404,92,56,7,1
3405,46,55,8,5
3406,88,52,6,0
3407,150,55,6,1
3408,130,45,6,1
3409,100,54,7,0
3410,82,45,7,4
3411,98,55,7,0
3412,136,44,5,0
3413,102,55,6,0
3414,30,45,8,0
3415,-20,48,6,5
3416,94,49,6,0
3417,102,55,7,5
3418,80,44,6,0
3419,96,56,7,1
3420,96,54,7,1
3421,36,50,7,0
3422,134,45,6,0
3423,146,49,6,0
3424,146,49,6,0
3425,52,56,7,0
3426,44,54,7,1
3427,92,50,7,0
3428,84,50,6,5
3429,92,50,7,0
3430,-8,50,8,0
3431,44,66,8,2
3432,78,45,7,0
3433,94,49,6,0
3434,-8,56,8,0
3435,142,49,6,1
3436,42,55,7,0
3437,36,50,8,3
3438,130,45,6,2
3439,-12,56,8,5
3440,152,56,6,5
3441,-12,54,7,5
3442,86,51,7,0
3443,138,51,6,0
3444,140,50,6,0
3445,34,51,8,0
3446,84,44,6,0
3447,146,49,6,0
3448,102,55,7,0
3449,138,51,6,0
3450,134,45,6,0
3451,98,57,7,0
3452,106,63,8,0
3453,128,44,5,2
3454,152,54,6,0
3455,84,52,8,0
3456,96,54,7,5
3457,30,45,8,1
3458,150,55,6,0
3459,140,50,6,0
3460,134,45,6,0
3461,94,57,8,1
3462,104,54,7,0
3463,136,44,5,0
3464,90,49,7,0
3465,-2,55,8,0
3466,92,50,7,0
3467,86,51,6,1
3468,-4,58,10,0
3469,30,45,7,0
3470,36,48,7,0
3471,36,48,8,0
3472,-18,49,8,1
3473,-118,49,11,0
3474,152,56,6,0
3475,146,49,6,5
3476,154,63,7,0
3477,88,50,7,0
3478,134,51,6,1
3479,136,44,5,0
3480,148,56,6,0
3481,92,54,6,1
3482,78,45,7,0
3483,152,54,6,0
3484,140,50,6,0
3485,-14,51,9,0
3486,32,50,8,1
3487,80,44,6,0
3488,146,55,6,1
3489,84,50,6,0
3490,34,45,8,0
3491,48,54,7,0
3492,132,44,5,1
3493,146,57,7,0
3494,92,54,7,1
3495,94,51,7,0
3496,134,45,6,0
3497,34,49,9,1
3498,-4,56,9,0
3499,90,49,6,0
3500,46,55,8,1
3501,86,51,7,5
3502,130,45,6,1
3503,-6,55,8,6
3504,-20,50,7,1
3505,132,44,5,1
3506,154,55,6,0
3507,32,50,7,0
3508,86,53,7,0
3509,152,62,7,5
3510,-24,44,6,0
3511,46,57,8,5
3512,-16,48,7,0
3513,152,54,6,0
3514,84,44,5,0
3515,96,56,7,0
3516,92,54,7,1
3517,84,50,7,6
3518,42,59,8,0
3519,40,52,8,0
3520,152,54,6,0
3521,32,44,7,0
3522,98,55,6,5
3523,80,44,5,0
3524,48,62,7,0
3525,140,50,6,0
3526,132,44,5,1
3527,-66,49,10,0
3528,-10,55,7,1
3529,132,44,5,1
3530,156,62,7,5
3531,90,53,7,0
3532,50,55,8,4
3533,22,45,8,2
3534,94,55,6,1
3535,88,52,7,1
3536,88,48,6,5
3537,94,55,6,0
3538,130,45,6,1
3539,146,57,7,0
3540,98,55,7,0
3541,30,45,8,0
3542,140,54,7,6
3543,32,50,7,1
3544,80,44,5,1
3545,94,55,7,0
3546,40,52,7,0
3547,-12,54,8,5
3548,-28,44,7,0
3549,148,56,6,1
3550,150,55,6,0
3551,88,50,6,5
3552,134,45,6,0
3553,152,54,6,0
3554,26,45,8,1
3555,44,54,8,1
3556,130,45,6,1
3557,142,49,6,1
3558,-4,54,9,0
3559,136,44,5,0
3560,40,56,6,1
3561,52,54,7,5
3562,136,50,6,2
3563,134,45,6,0
3564,86,49,6,1
3565,104,62,8,0
3566,134,45,6,0
3567,-4,56,8,0
3568,150,55,6,0
3569,140,50,6,6
3570,130,45,6,5
3571,96,54,7,1
3572,92,50,7,3
3573,138,51,6,5
3574,142,51,6,0
3575,134,51,5,1
3576,90,51,7,1
3577,140,50,6,0
3578,82,45,7,0
3579,-6,55,9,0
3580,78,45,7,0
3581,100,54,6,1
3582,136,44,5,0
3583,-6,55,9,0
3584,-66,51,10,5
3585,136,50,6,2
3586,88,50,6,0
3587,80,50,6,1
3588,134,45,6,0
3589,148,56,6,0
3590,100,64,7,7
3591,152,54,6,0
3592,36,50,7,0
3593,130,45,6,1
3594,146,49,6,5
3595,38,49,8,0
3596,94,49,7,0
3597,108,62,7,0
3598,-12,58,10,0
3599,130,45,6,1
3600,102,55,7,0
3601,28,52,8,1
3602,142,49,6,1
3603,146,49,6,0
3604,-8,56,9,0
3605,90,49,7,0
3606,142,57,6,1
3607,50,55,7,0
3608,140,52,6,0
3609,40,54,8,1
3610,26,45,6,1
3611,38,49,8,1
3612,90,49,7,1
3613,46,57,9,0
3614,98,55,7,0
3615,136,52,6,1
3616,-48,62,11,6
3617,86,51,6,1
3618,140,50,6,1
3619,138,51,6,0
3620,90,53,8,0
3621,142,55,5,10
3622,90,51,6,0
3623,-14,51,7,0
3624,76,50,9,0
3625,134,45,6,0
3626,152,54,6,0
3627,142,51,6,0
3628,88,50,7,0
3629,92,50,7,0
3630,88,50,6,0
3631,88,52,7,0
3632,100,54,6,0
3633,140,50,6,0
3634,30,45,7,1
3635,108,62,7,0
3636,86,53,8,0
3637,44,62,9,1
3638,132,44,5,5
3639,156,62,7,0
3640,34,51,7,5
3641,90,51,6,0
